AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,mach,Cl,Cm,Cd
9.5375,32.0319,1.2481,6.3418,7.3001,-6.8209,-6.2481,0.6969,0.825,0.2969918668433531,-0.1139620766089538,0.0156585064916549
8.1073,27.1407,1.2681,6.55201382,6.1294,-5.1685,-5.7203,3.2798,0.85,0.5511684864442625,-0.1754929260875702,0.0446992992536043
10.8688,30.6029,1.042,6.2049,6.4038,-6.6559,-5.5856,1.8305,0.825,0.3942942945393922,-0.0787847808750756,0.0179540826810977
8.1955,33.2295,1.2042,6.3559,3.5218,-5.8331,-1.7061,3.1033,0.8,0.3311189234334059,-0.1234372453263972,0.016009947669071
9.5173,26.9111,1.2836,6.1017,7.3973,-4.6743,-6.3101,2.2895,0.8,0.6216024556821509,-0.2182916739967853,0.0405540508659827
9.9967,29.3916,1.0283,6.1335,6.9485,-5.3601,-3.3776,3.8322,0.8,0.7349350025532605,-0.1849380485137913,0.0549322732540702
8.1306,25.1962,1.2752,6.213645179999999,7.7332,-6.5128,-3.1368,2.0415,0.75,0.5661551413577515,-0.165311825238478,0.0260134484775025
8.0609,33.6653,1.3131,6.503408379999999,3.5864,-5.3774,-6.1899,2.5011,0.85,0.2323675349854514,-0.0742052012944542,0.014382364584565
10.5023,31.0457,1.3139,6.2122,8.9627,-5.6133,-2.0399,2.636,0.8,0.7240727434666964,-0.2948418400507961,0.0663234637126731
10.7438,30.711,1.2824,6.36204214,8.3094,-6.8578,-3.2023,0.1759,0.75,0.3881074156817262,-0.1861706363282273,0.0168041490358626
7.6365,28.0198,1.3146,6.2235,4.0786,-5.7309,-7.2423,0.2809,0.75,-0.0248961326443221,-0.0078214760062122,0.0134604398563348
8.883,25.2605,1.3521,6.34869444,8.6648,-6.5031,-7.1726,0.7948,0.85,0.4177683434850325,-0.15979287611224,0.031165048989603
8.5371,34.1407,1.0341,6.4823,3.2736,-5.0817,-5.9535,2.1394,0.75,0.1603416218951319,-0.0219693913233105,0.0134876578933223
8.285,29.8466,1.0597,6.2775,8.2774,-6.7138,-2.8249,1.6477,0.825,0.5602689111530427,-0.1907694751675369,0.0313570040752035
8.2764,27.51,1.3162,6.349989839999999,7.7956,-6.6402,-4.1346,2.2061,0.85,0.5221939370725838,-0.1956948910241677,0.0391396464614566
9.8439,36.2298,1.0343,6.2496,3.7326,-5.9479,-3.3818,1.7086,0.75,0.137347323081056,-0.0356780015400424,0.0125303367131496
9.9772,29.726,1.3632,6.3677,6.8655,-4.5376,-7.1986,0.081,0.775,0.3492871241749319,-0.1451567617926164,0.0167236714523235
8.8714,25.5143,1.0797,6.5507,4.7618,-4.3489,-7.2002,3.0729,0.825,0.4795651863891183,-0.1062056294837049,0.0295597852965587
10.4274,36.2775,1.3757,6.1739,8.3403,-3.1198,-2.0596,1.3409,0.75,0.730972783362476,-0.3437796066501124,0.0498956418748198
9.2675,35.0121,1.0379,6.21278666,8.3092,-6.2069,-2.5126,2.4813,0.85,0.6678475028694356,-0.2149111513581305,0.0475327374100727
9.333,35.8142,1.2948,6.5229,4.13,-4.2683,-2.7993,3.2366,0.75,0.4798316441918451,-0.2077928514661952,0.0203533882817074
9.7369,36.5958,1.1078,6.1221,4.0464,-4.3368,-3.1793,1.629,0.775,0.2912400608262697,-0.1323961843302099,0.0144436654741609
7.9413,34.2412,1.067,6.2914,7.4243,-5.4796,-3.2671,0.5064,0.775,0.4072259091670983,-0.1687289017864269,0.0187633323607511
9.408,34.3567,1.354,6.52388332,7.2661,-4.9122,-4.8378,1.0627,0.85,0.5420926539654205,-0.2707296195714624,0.0268056555495991
10.3688,33.1146,1.3029,6.25991382,8.0782,-6.3203,-6.1417,0.2618,0.85,0.4056303459501603,-0.183088480303737,0.0187659520936791
8.3575,32.8165,1.0823,6.5072,5.1714,-4.7917,-5.0973,3.6961,0.8,0.6046984652975396,-0.1545276184639582,0.028202599422296
9.7483,32.4064,1.1563,6.27093488,3.7696,-6.7381,-5.8033,0.8966,0.75,-0.0491524438111504,0.0419457506694104,0.0136878522250214
9.0921,31.3203,1.1398,6.3288,3.1892,-6.5297,-6.1725,1.2566,0.775,-0.0645883700227647,0.0451243681759613,0.0145099584484425
8.2193,28.142,1.2217,6.4255,3.4474,-3.9803,-1.6507,1.1227,0.825,0.2889402946190366,-0.1392336648488739,0.0153072517401172
9.9574,32.514,1.0853,6.2236,8.6597,-5.577,-6.8911,2.3702,0.825,0.6574957126949152,-0.2154386224775214,0.0440247094521423
8.9402,33.2043,1.0936,6.17612176,6.651,-5.1183,-5.3753,1.9336,0.85,0.5509658674290773,-0.1902431948703849,0.0273912179072496
8.5327,31.6416,1.3062,6.52674844,7.3431,-4.0094,-4.8329,2.5434,0.75,0.7213460700318022,-0.2534227783724709,0.0396569371785136
10.1975,28.2512,1.3327,6.2544,4.1367,-4.1237,-7.4325,0.0574,0.825,0.083540303520405,-0.035061103338465,0.0134495013711795
7.5519,26.2817,1.3719,6.2351,3.975,-4.6856,-2.5683,0.5945,0.775,0.186291184721235,-0.0934186138590712,0.0126251957821161
10.9192,25.2923,1.2289,6.24090446,4.4968,-6.7431,-6.2939,0.7048,0.85,-0.0519862837589689,0.0492928750310356,0.0238205173974854
10.0002,27.3015,1.0751,6.5205,7.6408,-5.0972,-1.718,1.0369,0.8,0.6955233090545909,-0.2480584645957539,0.0354195687597199
8.9401,25.3162,1.3781,6.5131,6.1474,-6.6097,-6.6073,0.1368,0.8,0.1069671132030838,-0.0513999454638566,0.0134625825958558
10.7349,28.1019,1.2852,6.10991666,5.627,-6.3309,-5.6586,1.7913,0.85,0.3660373903835921,-0.119883823191007,0.0185861036322148
9.7865,26.3708,1.3886,6.1362463,7.5633,-6.5061,-2.848,0.309,0.85,0.3989055948886852,-0.1864034972268665,0.0237658565714382
7.8488,27.0498,1.1592,6.5452,3.2859,-6.3413,-7.1946,0.5592,0.75,-0.1292543488553659,0.0259333142794739,0.0189983412765068
7.8648,26.8671,1.2291,6.4368,6.9677,-5.2192,-5.1761,0.4852,0.8,0.3924844954869369,-0.1497874289801021,0.0187301746662574
10.1965,31.4502,1.0774,6.26584726,5.7363,-3.1879,-5.3614,1.5115,0.85,0.5970729394737114,-0.2210771344403255,0.0338975166241239
7.6308,32.5775,1.0284,6.1695,7.095,-4.2812,-3.8724,1.1703,0.8,0.5642663836379502,-0.1745006002230826,0.026362372777908
9.5911,32.0557,1.2438,6.5185,5.4009,-4.4012,-5.1811,1.1173,0.825,0.3812199607500171,-0.1672732534509707,0.017225735163529
9.5114,37.2731,1.0128,6.4243,5.6823,-3.9122,-5.8257,1.919,0.775,0.4578206305765113,-0.1256380355987501,0.0197220261807627
10.5482,30.5804,1.0189,6.41187694,6.1441,-4.3687,-5.7331,2.1522,0.85,0.5796209549505776,-0.1501902056266029,0.0351858646394199
7.7996,27.9264,1.1609,6.310828119999999,3.4795,-4.8889,-6.0877,1.3251,0.85,0.1192616366151731,-0.0466417966905888,0.0138327061494452
10.5682,25.0338,1.0806,6.3992,6.9454,-3.8718,-6.0075,1.5263,0.775,0.6856558431488247,-0.1756489080633944,0.0328743339606387
10.1324,37.2303,1.3485,6.2944,4.1053,-5.5709,-7.4698,0.0132,0.8,-0.0498165852171731,0.0557462047622025,0.0141973538627761
9.1951,25.4082,1.3481,6.311646,6.4909,-3.2566,-1.7307,0.7618,0.85,0.5648240705400519,-0.2369569107331002,0.0494663606920593
8.6441,35.5383,1.331,6.21045748,8.5161,-4.7326,-3.5431,0.6635,0.85,0.6299975429162014,-0.3172196934784926,0.0388059495049703
8.972,25.4312,1.168,6.2541,4.5858,-6.3602,-5.838,3.4878,0.75,0.3787615847875702,-0.0688729788854557,0.0180483206344062
9.3913,34.5873,1.1581,6.1281056,4.0658,-4.8865,-4.6735,0.8687,0.85,0.1520346090493363,-0.072054187101388,0.0125624088680351
7.6711,36.9733,1.126,6.40583428,5.85,-4.632,-3.2736,2.3325,0.75,0.4821555972511056,-0.1878897161879402,0.0219544711624972
10.2004,29.4921,1.0675,6.2051,6.0771,-5.5927,-3.854,0.8941,0.775,0.3418906175877831,-0.1210606347259271,0.0158611180845878
10.9627,31.7498,1.3896,6.39399534,5.8907,-4.8371,-7.2202,2.0265,0.85,0.4697246932953473,-0.1928912173695412,0.0256807550402811
9.7414,30.8762,1.3079,6.3398,5.9505,-4.1284,-2.8493,1.5037,0.75,0.5205128670401057,-0.2262265095565871,0.0217918916252954
8.1891,25.5582,1.1562,6.2027,5.8071,-3.344,-6.3457,2.0229,0.8,0.6390862185585533,-0.1752788470102154,0.0323259306628612
7.5542,28.7296,1.393,6.13987342,4.4476,-4.0478,-4.6113,1.5687,0.85,0.3928823539276109,-0.154164176821552,0.0205695921786054
9.7122,34.026,1.3988,6.12234742,6.0018,-4.3338,-6.5826,0.2997,0.85,0.3307993798272923,-0.1581841406857162,0.0158012297002638
10.7914,37.3914,1.3098,6.1522,5.9529,-3.1248,-4.7369,2.4605,0.8,0.6662868346182967,-0.3287383498483823,0.0325780575452694
10.2365,30.1203,1.3131,6.5196008800000005,3.5658,-4.0747,-7.2334,1.757,0.85,0.2650656165523445,-0.0841623330637197,0.0153871098573458
7.6716,29.9935,1.1621,6.5,3.5444,-4.946,-3.8624,3.7416,0.8,0.4535493524676375,-0.1238266260009452,0.0209257713173772
9.1378,28.6979,1.3745,6.369593559999999,4.6072,-6.1251,-3.3397,2.8613,0.85,0.4399701975259691,-0.1596279696665628,0.0220284353977942
10.5912,36.4849,1.1621,6.3697,8.7507,-5.2834,-3.9203,2.6331,0.775,0.7717618340976332,-0.3036543244888586,0.0472633165168627
9.5222,29.3878,1.0304,6.46934444,3.6387,-4.1862,-4.5529,0.9474,0.85,0.1924643273064863,-0.0758589642578894,0.0140941578373006
10.7167,37.3993,1.068,6.4982,7.5625,-3.4624,-4.5204,2.9926,0.775,0.7175962002509575,-0.1657911331201642,0.0556948139278234
8.5415,26.2305,1.0647,6.1033,8.4606,-3.7856,-3.2318,2.2906,0.825,0.7403321509746209,-0.1835340936625419,0.0840180607626091
10.1524,28.8516,1.339,6.2391,5.7989,-3.8627,-6.8926,2.6347,0.8,0.6633549896289859,-0.2209466510850471,0.0332030284373717
8.4409,27.612,1.2768,6.37763266,3.395,-5.413,-7.4163,0.9522,0.85,-0.0391998614554371,0.0251527715725547,0.0210155542684825
10.6649,29.0786,1.1041,6.2634,7.3116,-6.3468,-1.5136,1.4913,0.8,0.5782019260201737,-0.2173798018455372,0.0240534339791657
7.7782,37.1592,1.08,6.2317,8.9902,-3.3094,-3.8308,0.7776,0.775,0.7103278557662142,-0.2703671009920667,0.0436309055582783
9.533,33.7482,1.2662,6.5122,3.9997,-6.2066,-6.7409,0.0398,0.825,-0.1220286488044972,0.0676358277949694,0.01837032500044
9.1581,33.6776,1.0013,6.1166,3.5941,-3.409,-4.2492,1.1103,0.8,0.2568443464603829,-0.0912836518275007,0.0142530236708166
10.8744,31.6406,1.3349,6.4697,3.0582,-6.8937,-3.6152,1.9048,0.8,0.0224784235111911,0.0162451520683776,0.0122369888813412
8.3529,30.3448,1.1058,6.3395,3.7981,-4.313,-3.0067,1.6253,0.75,0.2902781687876447,-0.1103270777723784,0.0151102074102952
9.6888,25.093,1.2651,6.1809,7.0527,-4.9649,-3.8522,2.0845,0.775,0.6386176530823338,-0.2096788288203149,0.0348745143500306
7.9161,32.3554,1.1131,6.17178344,5.3942,-5.5643,-6.7753,3.8778,0.85,0.5206206272982448,-0.1388655773969401,0.0304716847937186
7.6909,27.1618,1.2855,6.2886,7.4254,-5.5147,-2.0139,0.2278,0.8,0.4529146884600515,-0.187779775989731,0.0209991483705449
9.3331,26.8218,1.1636,6.2573,3.5391,-3.9971,-3.1857,3.6334,0.75,0.5477296389553502,-0.1463447530127107,0.0233600885058777
9.0135,33.2193,1.0451,6.32098304,3.5589,-4.9524,-2.9883,1.2315,0.75,0.1609682108219059,-0.0696732837308553,0.0128024250434357
9.5196,31.0387,1.2413,6.3262,3.1879,-3.5466,-4.9287,0.1717,0.775,0.0944059969433514,-0.0636608795259073,0.0121357406077064
9.4356,31.827,1.1846,6.2763,6.8688,-3.718,-4.0473,2.168,0.775,0.7252890124325125,-0.268276061990894,0.0379686077549817
9.4781,30.4659,1.358,6.3065,3.4652,-3.0811,-5.3043,3.9145,0.825,0.5919670155814271,-0.221935410246405,0.0351766475758473
8.1877,31.3494,1.008,6.3308,4.324,-4.4163,-6.1265,2.0866,0.75,0.315117476273109,-0.0632098575179908,0.0162397054123896
10.6182,34.399,1.3715,6.12003348,4.5378,-4.8714,-2.9131,3.2799,0.75,0.4970581437197967,-0.2148885121426234,0.0198967553798509
9.0275,27.6318,1.1252,6.2288293,7.8155,-3.9595,-1.7489,3.8765,0.75,0.7790465479174722,-0.187956173692248,0.0863950561732801
9.2865,35.3319,1.1475,6.464046,3.2196,-3.752,-4.2261,3.8701,0.85,0.5554070858835003,-0.2003375646056555,0.0259145141497081
7.7101,36.7057,1.0111,6.148,7.3492,-4.0895,-3.332,1.1229,0.8,0.568570767932687,-0.1907764058589325,0.0271731038147163
10.7645,36.8287,1.0344,6.236,7.1319,-3.9569,-5.9501,2.7977,0.8,0.7280824445863824,-0.1881258032654908,0.0407940479741213
8.2324,30.8675,1.3551,6.5453,4.4275,-3.1989,-6.1623,0.3856,0.8,0.2557619926690563,-0.1210204682462734,0.0145435915229315
9.2529,32.2398,1.1558,6.2245,6.5705,-3.4474,-3.3873,3.3199,0.825,0.7150567039983959,-0.2361217303011028,0.0675727274564366
9.3507,28.2404,1.0358,6.2455,6.9613,-3.2441,-4.0833,3.9122,0.775,0.7892168574785343,-0.1519967712883628,0.0784556894083168
8.8129,26.2429,1.228,6.4819,3.1063,-3.6733,-4.9364,2.6844,0.775,0.3877743585733972,-0.1117216671197589,0.0178683030654559
8.5557,36.1825,1.323,6.1247,4.0321,-3.0333,-7.4427,0.9978,0.775,0.2498022858771716,-0.1060652158263482,0.0141433645481255
8.9412,32.205,1.2994,6.2511,3.3775,-4.7487,-1.5728,2.1098,0.8,0.3073823463718438,-0.142023398314592,0.0149309470400535
9.7388,27.1973,1.1354,6.1529,7.0411,-3.1069,-6.9227,2.6885,0.8,0.7624660643276455,-0.2129235792140545,0.0618229805122119
10.7398,37.4606,1.3778,6.2206,8.758,-5.2823,-4.2112,2.1768,0.8,0.7050248819568659,-0.3602341612221265,0.0431964491585274
10.4799,30.63,1.3921,6.3557277,7.1963,-4.2054,-3.8576,1.9685,0.75,0.68798318121282,-0.278354144800202,0.032946372369064
8.3139,28.244,1.2972,6.3704,8.2821,-4.9393,-6.0867,3.2302,0.775,0.7079087714237151,-0.2337178104223327,0.0547968659393188
10.9044,25.3931,1.3743,6.316,5.4833,-3.1449,-6.7863,1.9545,0.8,0.59129482699575,-0.2062799226486531,0.0324328724438339
9.3292,26.3333,1.0936,6.098730499999999,5.7972,-5.9088,-3.6729,3.3792,0.85,0.5405377996808346,-0.1470668007227252,0.0415469042095536
10.1854,34.5189,1.333,6.2153,5.4895,-5.3608,-4.2787,2.3259,0.775,0.4309705143426038,-0.1820454803143404,0.0180004480156228
8.9552,33.0019,1.1626,6.2545,7.4098,-6.9284,-3.9991,1.6037,0.775,0.4185319242006436,-0.1558039464891041,0.0184343087725679
7.7023,31.291,1.2695,6.5166,6.2728,-4.3497,-3.3047,1.5226,0.8,0.5348181871959167,-0.2128856323833224,0.0248931882728545
9.2041,34.8726,1.0862,6.1637,4.3453,-4.4198,-7.0067,3.7523,0.8,0.5048328604971878,-0.1129460493532664,0.0222278847666367
8.5635,30.2707,1.0549,6.4249,6.1291,-3.6173,-5.1903,3.4397,0.825,0.6939654771705175,-0.1816428052087433,0.0563195783887184
10.7636,33.5206,1.3451,6.4563,7.0748,-4.1523,-2.5317,0.2959,0.75,0.4902732067081254,-0.2752178163475777,0.0200189269293879
8.115,25.9944,1.2803,6.28414542,4.0885,-5.1106,-5.953,2.4386,0.75,0.2975183910155555,-0.0792761336003372,0.0157357712559649
10.1965,33.2244,1.1371,6.3721,3.6783,-4.3407,-5.8016,0.2086,0.8,0.0538484913557326,-0.0281785286283738,0.0125698879145147
8.7456,28.0518,1.3484,6.471539,3.5224,-3.7327,-6.028,3.2003,0.75,0.4383197435864611,-0.1238241749212057,0.0197623299806411
9.5184,37.0724,1.3023,6.5118,4.2286,-6.0415,-7.2102,2.4477,0.8,0.1998089474445808,-0.0385633989264162,0.0140928487189729
7.9699,32.3522,1.3441,6.2898,4.3169,-3.5893,-3.688,2.8887,0.775,0.5210756589746713,-0.1919331579372521,0.0236308099336889
8.795,29.2443,1.2376,6.3265,6.2899,-6.6625,-2.6627,2.5325,0.825,0.5342627122214066,-0.1896644508542219,0.0238206917965521
8.1238,32.9546,1.3885,6.31434348,6.5998,-6.6089,-6.6287,1.4231,0.85,0.3171034195760654,-0.121563971915928,0.0164446776765582
10.4313,25.1138,1.1169,6.1152,5.3444,-3.0655,-4.4661,3.8826,0.825,0.7120852254351399,-0.1800750373868966,0.0714382557867922
9.0162,35.7074,1.0989,6.52226534,8.2429,-5.7875,-3.4945,2.404,0.85,0.6869019558327741,-0.252280170771978,0.048017830170504
7.7612,28.9247,1.1376,6.4532,7.9427,-6.4234,-1.7572,0.5895,0.8,0.4688800028064147,-0.1889924995327372,0.0216437511197755
8.0642,30.547,1.0331,6.1912,7.3653,-5.6951,-1.8276,1.9438,0.775,0.6102257365829123,-0.1718340463721258,0.0288182043132942
8.6759,33.3752,1.2485,6.28370092,6.9087,-3.7432,-2.697,1.236,0.85,0.6370825573695938,-0.2911404285957849,0.0433176227993277
8.9013,33.5179,1.0434,6.28109996,3.195,-4.9219,-2.7345,2.0749,0.75,0.2240879936756354,-0.074900847516612,0.0136423549806471
8.4886,33.0785,1.2471,6.3112,7.0871,-3.6695,-2.9025,2.8043,0.8,0.7248805999112015,-0.2875940701535276,0.0588347285777009
9.4633,25.6374,1.3827,6.3776,5.7088,-6.6713,-5.5147,0.0598,0.8,0.0700875568007024,-0.0419853442515775,0.0127493472989949
7.6603,25.2965,1.1508,6.13233978,3.8312,-3.0056,-2.8766,2.5245,0.85,0.5222632824153505,-0.1661866161888793,0.0387594484703525
9.0236,30.3176,1.1658,6.1145,3.8258,-6.261,-5.2403,0.0536,0.775,-0.0947687409607378,0.0205396223855825,0.01392328381836
9.4653,26.6302,1.1625,6.2754,3.3847,-3.152,-1.7601,0.4648,0.775,0.2662552102376505,-0.1386844811743408,0.0144884402925115
9.0337,34.9943,1.062,6.2516,5.8112,-3.3109,-2.249,2.3463,0.75,0.6314861317062191,-0.2257676775369215,0.0305732683639967
10.8118,33.224,1.1745,6.35200152,4.9549,-4.8494,-3.0134,0.7593,0.75,0.2648011910319063,-0.1392175955307195,0.0139981544850018
8.7089,34.0954,1.1526,6.232481819999999,8.8667,-3.6546,-3.8054,2.0548,0.75,0.8045115788463326,-0.2659948525569957,0.0582903265985878
8.7207,33.7375,1.1254,6.2868,7.9813,-5.9884,-5.3085,3.419,0.8,0.6594265716469969,-0.2201863529223338,0.0422305682705213
8.7625,27.0624,1.2752,6.2255,5.9594,-5.4272,-4.5729,1.2077,0.75,0.3540643767307888,-0.1265544841525507,0.0166002801149811
8.1287,26.2414,1.3324,6.4209803,5.8643,-6.5949,-6.9357,3.1515,0.85,0.3972285498795852,-0.1189167547437798,0.0284779467749583
8.2641,33.379,1.0085,6.106,7.5483,-5.6444,-3.7074,0.8923,0.775,0.4512398823226504,-0.1405305648281551,0.0199771328815265
10.4236,29.8258,1.0726,6.1876,3.5844,-6.0522,-2.901,3.1643,0.775,0.3249212220219287,-0.0746003854817558,0.0153336055064064
9.9749,33.2759,1.1801,6.292143879999999,8.4848,-5.3252,-7.0585,3.2192,0.85,0.6768694220332081,-0.2272262780709714,0.063871648979987
7.6433,25.8402,1.233,6.539156339999999,8.6072,-4.5574,-6.0793,1.878,0.85,0.6195526614778609,-0.2020508271142005,0.0619384003887476
9.9439,34.4269,1.1918,6.12617266,5.9005,-4.8108,-5.8065,1.8541,0.85,0.4801181820766101,-0.1918494398536996,0.0218205874742886
8.1698,28.0694,1.3272,6.3852,4.3249,-6.5785,-4.5656,3.2704,0.825,0.3495086140860658,-0.0979570343776784,0.0171934187899294
8.8706,25.4581,1.2203,6.4441,6.9578,-3.2625,-7.2518,1.8439,0.775,0.6531917152732672,-0.1953126664602909,0.0387415753343586
8.6033,29.1195,1.3023,6.1892,8.4694,-4.514,-5.4262,2.0985,0.775,0.7266073233700798,-0.2546041253623488,0.048470202531958
8.3157,37.2009,1.0026,6.12766618,5.3394,-4.2612,-7.3963,3.5986,0.85,0.5908556192646758,-0.1076623109191794,0.030467264470052
9.5893,26.5129,1.3507,6.3163,6.8977,-4.8613,-4.2374,2.1757,0.75,0.6355852280607505,-0.2032649619446397,0.0290014196313788
9.4317,31.6782,1.2735,6.1773,7.1805,-5.768,-6.2734,3.8132,0.8,0.6425440841451908,-0.2287377031386813,0.0416904257689641
8.7566,29.023,1.2757,6.4606,7.187,-5.1647,-2.6976,3.4238,0.775,0.7108194708560532,-0.2569842681166471,0.0514415352396537
10.9429,36.6745,1.1005,6.2764,5.1573,-3.4238,-6.1848,1.6015,0.775,0.420435043402487,-0.1609955952824296,0.0177135604964843
10.2343,33.1727,1.0717,6.1464,3.4587,-3.1856,-5.7769,3.2126,0.775,0.4818269269821068,-0.1245291703919899,0.0200717668869057
8.639,28.8999,1.2272,6.1617,6.8574,-3.9103,-7.4513,0.071,0.8,0.4025115206954507,-0.1546999694314552,0.0187849040804208
9.351,29.5534,1.2089,6.296626979999999,5.9929,-6.2994,-2.985,0.309,0.75,0.2095779032122329,-0.1064179599130944,0.013254848557593
8.2083,33.8778,1.1665,6.1246,7.1842,-3.8824,-6.1193,0.0355,0.75,0.4031203907558404,-0.1740335102538556,0.0184992106978687
9.4351,31.8216,1.3317,6.36004062,6.4319,-6.3993,-6.2541,3.8126,0.75,0.5640963119834155,-0.1656258130011734,0.0256598902129129
9.3466,30.5301,1.0754,6.1722,7.8213,-5.0172,-5.9286,3.6019,0.775,0.7211871988930249,-0.195455691768517,0.051764533572245
9.5251,26.3433,1.0545,6.4056,7.3094,-3.9143,-5.0594,0.2963,0.775,0.5483943072963819,-0.1707054589733463,0.0238159251570351
9.663,36.0054,1.263,6.3212,4.9085,-5.9448,-5.0832,0.0776,0.825,0.0469146875607077,-0.0269191094771455,0.0120667127244579
8.5719,28.8218,1.2518,6.1663,5.6157,-6.0185,-4.085,3.1075,0.75,0.485746783446887,-0.1427188682925121,0.0213099168902382
8.4134,28.5326,1.1634,6.1107,4.6863,-3.2597,-4.7416,0.3552,0.8,0.315669746136259,-0.137053662300228,0.015707405852711
8.8174,31.1375,1.3657,6.1141,8.8224,-3.4126,-4.8105,3.8448,0.8,0.7435328280431126,-0.2308340830217246,0.1009327344906728
10.9315,33.186,1.2669,6.364,4.3916,-3.7547,-3.0677,2.2143,0.775,0.4752394166988928,-0.222983062071108,0.0191408325129846
10.4169,33.4456,1.1007,6.2739,3.3935,-5.1444,-6.6329,0.3677,0.8,-0.0482939820210198,0.0405808557520349,0.0141162370903354
9.1652,28.6305,1.2757,6.2585,3.4162,-5.6657,-3.5573,2.0926,0.75,0.194480718972012,-0.0663040288909996,0.01297151184572
8.9726,25.2269,1.2649,6.2798,3.7611,-5.4179,-5.8923,0.582,0.825,0.008979258153821,-0.0158110917207307,0.0143092687233083
10.2725,27.7071,1.1581,6.3565,4.6965,-3.9744,-5.5581,3.9875,0.8,0.631938529206627,-0.1871159287822507,0.0392716224497867
9.7499,30.7302,1.0458,6.1089,3.7644,-3.1175,-4.3938,1.0718,0.775,0.3063508156564488,-0.1120169861404149,0.0151603317688791
8.8418,30.6289,1.2495,6.1607,8.5965,-3.7277,-1.8992,3.1333,0.775,0.7538887527503841,-0.2382397653896761,0.0897708127288242
7.7539,37.4807,1.0869,6.47243054,7.4639,-5.3632,-3.9908,1.1107,0.75,0.4346946645896275,-0.1789766909030118,0.0199874043830661
8.6595,28.2455,1.3245,6.4548,7.0498,-5.4852,-5.8964,1.0424,0.8,0.4352623806209004,-0.1587059511793025,0.0198386070979613
10.2224,31.895,1.2719,6.4858,5.0675,-6.104,-5.2208,3.3471,0.75,0.4295949231223233,-0.1289686243821857,0.0186612708714685
9.2181,37.118,1.1096,6.1143,3.122,-4.3114,-4.6619,0.6324,0.825,0.0616851025154661,-0.0368607705108427,0.0118139662360676
10.8862,32.6842,1.2298,6.5276,5.2215,-3.6118,-5.7365,0.2421,0.775,0.2915430504210542,-0.1462452140320671,0.0149169185436212
10.5946,28.9328,1.2893,6.4929,5.7416,-6.4138,-4.6293,0.9551,0.75,0.2227171787419604,-0.086023547809844,0.0138069717135367
7.5179,26.9263,1.0068,6.4608,8.0336,-5.1777,-4.4042,2.9763,0.775,0.685830580198098,-0.140666445508445,0.0505950993018041
7.9113,30.2133,1.3138,6.35687324,7.7697,-5.7313,-5.1997,2.5587,0.85,0.587564866834509,-0.2200809173302736,0.0460534434348979
9.3464,25.6468,1.0778,6.52079214,4.6233,-6.1942,-4.3122,0.5627,0.75,0.0778108178431133,-0.0430032199677365,0.0128147343062406
9.4431,36.8376,1.101,6.359,5.6334,-5.9336,-5.7777,2.3759,0.75,0.3461246068991733,-0.0972215522052694,0.0163711414051099
9.3394,28.7441,1.0178,6.18284514,6.768,-4.4063,-5.4715,0.0006,0.75,0.3645094403546446,-0.1172397430052899,0.0170348275501182
10.6346,34.7028,1.0797,6.2574,4.247,-4.6705,-2.9702,3.449,0.775,0.5129743460037852,-0.1678713284915951,0.0207863906161989
9.7934,33.0296,1.1145,6.2693,7.6454,-3.9182,-5.1334,0.179,0.75,0.5012070735866888,-0.2129218621684886,0.0211752960210139
10.0404,30.5514,1.1052,6.4877,4.6679,-4.2591,-4.9566,0.1859,0.775,0.1880564512439438,-0.0923148159037686,0.0135067725511698
10.8055,25.6172,1.2984,6.3268,7.6188,-6.0954,-5.2311,3.6338,0.825,0.6606894785171994,-0.2099509622204435,0.0593361597897612
10.2413,35.0936,1.0099,6.43077708,6.9442,-3.2174,-6.0491,3.7582,0.85,0.7055191784067699,-0.1022959423661997,0.077385624528134
8.3483,36.4484,1.0469,6.1336,7.619,-4.7332,-7.183,0.018,0.775,0.3503670591195647,-0.1253163803618829,0.0170125196445079
8.9932,36.3739,1.02,6.1875,7.7396,-4.6012,-5.335,1.1655,0.8,0.5562982380516941,-0.1710865083843853,0.0245548269547866
9.4153,37.2594,1.2415,6.3603,3.034,-3.8562,-4.2397,2.3051,0.825,0.2960162812578928,-0.134126189540246,0.0146748145317007
9.7026,32.1745,1.3638,6.3141,5.0836,-3.9129,-4.4562,3.3592,0.825,0.6285068409636215,-0.2686635641237117,0.0386288440183251
9.7399,25.3831,1.1827,6.1595,4.4589,-5.021,-2.349,0.3723,0.8,0.2009799544290081,-0.1069143627713051,0.0131075302661136
8.4928,35.6136,1.3789,6.37337562,6.9376,-6.576,-1.7101,3.1427,0.85,0.6251845787292883,-0.2842620998074451,0.0381337941519689
10.7368,37.2266,1.0979,6.25454934,3.3478,-6.4204,-4.3111,0.7344,0.75,-0.0581691689299665,0.0493747661386653,0.0126947659608587
9.7581,35.5115,1.3036,6.153,6.9324,-6.146,-2.5222,3.963,0.8,0.7482629438686561,-0.302779327693387,0.0436670881020962
7.5304,36.7066,1.3556,6.4988,8.8956,-4.3853,-5.4174,3.3437,0.775,0.7513519107737175,-0.2689687232732012,0.065763075309837
7.5802,30.482,1.3165,6.2873255,3.7166,-3.2219,-2.4933,2.1441,0.75,0.4286821749074892,-0.1635074477431516,0.0197216888760911
