AR,D_f,Lambda_c_4,alpha,mac,mach,twist_r,twist_t,Cd,Cf,Cl,Cm
8.1553,6.5008407,25.9039,0.589,8.544344,0.85,7.1129,-5.7549,0.018321618,0.008308457,0.30618396,-0.12190128
7.5468,6.2668505,25.4082,2.6255,8.214915,0.85,3.9651,-4.1169,0.01915006,0.008432131,0.33931515,-0.11104172
8.2534,6.1139326,27.0712,2.3025,8.548421,0.85,4.3095,-4.5016,0.028459463,0.0078048976,0.4575619,-0.16557553
9.6686,6.15615,32.2499,0.1435,7.664275,0.85,6.0271,-4.541,0.0136408005,0.008412604,0.22350962,-0.11306802
8.7547,6.147608,26.2567,3.9533,8.623223,0.85,7.1788,-3.3468,0.06016209,0.0072107646,0.60719633,-0.19282007
8.9049,6.488107,25.1269,3.6845,7.868875,0.85,5.5887,-6.5594,0.034593694,0.008076567,0.45304155,-0.12166137
10.2838,6.4984145,32.1886,1.4875,6.811441,0.85,6.9464,-7.1935,0.018155044,0.008917189,0.34821224,-0.06829941
8.5061,6.188042,31.5857,3.7431,8.076249,0.85,7.5261,0.978,0.09388964,0.0072871973,0.7375118,-0.23241311
7.8007,6.251232,26.0086,0.2341,7.861593,0.85,7.1512,-2.6824,0.03682546,0.008293621,0.5209065,-0.1750763
7.6625,6.310028,29.0034,0.6838,8.554743,0.85,6.8568,-6.3497,0.016290152,0.008335034,0.27837273,-0.10958184
10.775,6.1674223,31.1406,2.9793,6.843005,0.85,3.7241,-4.0862,0.021629034,0.00855321,0.4807801,-0.1723728
9.0959,6.5154,37.4493,3.3943,7.291888,0.85,6.0031,-1.2388,0.040002175,0.008481471,0.6717191,-0.25658533
9.8617,6.2304144,27.4098,0.7077,7.606198,0.85,4.1519,-6.7614,0.014225341,0.008323315,0.08722943,-0.03443974
10.1419,6.3614554,35.7677,2.1097,7.36482,0.85,5.1309,-5.0776,0.026959786,0.008439158,0.5525896,-0.23190422
10.0134,6.261288,36.2081,1.7013,6.760577,0.85,4.6203,-8.0584,0.014536707,0.008928954,0.21957071,-0.0122360485
7.7864,6.451811,31.5276,1.8867,8.257623,0.85,3.3861,-4.0011,0.013679539,0.008567248,0.2081582,-0.0983037
9.2407,6.2932615,28.4725,1.0788,7.783242,0.85,6.666,-0.0975,0.03962184,0.0080202585,0.5660326,-0.24456412
8.4218,6.4177747,34.2454,0.926,7.498543,0.85,8.1171,-5.01,0.018878495,0.00882134,0.3972693,-0.12746552
9.1989,6.4705763,35.3032,1.0985,7.397872,0.85,3.089,-6.5337,0.012627622,0.008792714,0.095387414,-0.039079174
10.3758,6.47637,29.95,1.9522,6.992905,0.85,8.3893,-1.4225,0.066909835,0.00808688,0.67829543,-0.23070586
8.6515,6.3387556,29.6485,0.0516,8.227518,0.85,3.1553,-9.6979,0.03835118,0.007780961,-0.2405315,0.08663341
9.0238,6.1625886,28.6742,2.0471,7.141558,0.85,8.5697,0.9195,0.059797976,0.008108647,0.64921623,-0.17849702
9.6579,6.420602,34.9271,1.475,7.289842,0.85,5.1683,-2.9963,0.014408376,0.008766891,0.27287355,-0.13748765
8.0933,6.4395857,28.2146,1.1714,8.22205,0.85,7.9062,-1.4638,0.041492846,0.00801979,0.5605514,-0.2193792
8.3666,6.3013716,33.4548,1.1911,8.473104,0.85,8.9276,1.6637,0.056009356,0.0076322095,0.6639955,-0.28994587
9.6784,6.1071606,34.1168,2.8665,7.854695,0.85,6.2041,-2.2864,0.026578352,0.00799761,0.5495471,-0.25268328
8.6601,6.5072794,26.7594,0.6795,8.016939,0.85,4.9752,-7.2655,0.016804604,0.00836699,0.021020371,-0.014324141
8.215,6.4554176,31.1995,3.6461,8.385675,0.85,8.3066,0.6067,0.08763575,0.007388125,0.72600836,-0.24322318
9.4204,6.1449966,27.296,1.7656,6.932014,0.85,6.1836,-3.8333,0.038502295,0.008415718,0.5435466,-0.1301926
7.8158,6.28712,34.5241,3.0374,8.001123,0.85,8.8529,2.0781,0.10225029,0.0074840267,0.7634329,-0.21636927
10.9505,6.4134645,30.901,3.1048,7.751091,0.85,6.8358,-1.3038,0.05766189,0.0075606606,0.64049244,-0.27492425
9.3191,6.3846583,29.6031,0.8922,7.831718,0.85,7.7433,0.089,0.052788854,0.0078941835,0.6300441,-0.2671681
9.5253,6.2094417,33.5017,1.2279,7.343948,0.85,3.5883,-6.2129,0.0124358935,0.008564577,0.027691565,-0.010848704
7.9007,6.5493264,29.9976,3.7637,7.61929,0.85,4.4302,-4.9242,0.03816478,0.008581629,0.5733225,-0.12287343
9.7233,6.1585145,27.8192,3.3289,8.166234,0.85,5.5295,-0.8226,0.057604253,0.0074184653,0.6156763,-0.23348184
10.6028,6.436873,26.445,3.7538,6.991089,0.85,6.8993,-6.4923,0.0493494,0.008174772,0.56353176,-0.13434215
10.7221,6.1381845,29.3271,1.7347,7.647708,0.85,3.3768,-6.8673,0.013214064,0.008219212,0.15051745,-0.045423307
10.3095,6.4835305,37.3599,3.3348,7.297986,0.85,4.1271,-2.6938,0.02589943,0.008497487,0.56905335,-0.27475122
10.0336,6.478125,36.6348,1.3004,6.795497,0.85,5.4489,-2.6972,0.01601059,0.0090309065,0.3431888,-0.14384793
7.8347,6.259749,32.4441,3.915,8.28489,0.85,8.4591,-2.7306,0.084857285,0.0074757407,0.72972673,-0.21627343
9.2051,6.528773,28.4302,1.9808,7.705061,0.85,7.2988,1.2373,0.06741122,0.007904605,0.6670585,-0.24865733
8.0643,6.20206,32.3427,0.5248,9.016115,0.85,4.9563,-6.7932,0.012817348,0.00795188,0.027409142,-0.022645254
7.9581,6.2733274,26.2211,2.4652,7.898458,0.85,6.1694,-4.5866,0.039624043,0.0081382105,0.5217265,-0.14842953
10.3406,6.180239,32.5607,3.9282,7.042373,0.85,6.4465,-5.0826,0.0514977,0.008000352,0.64331746,-0.19783193
7.7204,6.4745893,35.5057,3.824,8.371496,0.85,8.5052,-0.9991,0.073601134,0.0075995,0.7097495,-0.23544794
8.9454,6.421943,28.979,0.8263,8.563473,0.85,8.3736,-2.464,0.033855535,0.0077411155,0.50751674,-0.224463
10.9052,6.543523,28.7985,0.3571,7.775439,0.85,4.8382,-4.6524,0.013769531,0.008359399,0.19024721,-0.10025055
7.9189,6.272769,27.92,0.9796,7.550715,0.85,3.0125,-8.5389,0.015859481,0.008661904,0.028913278,-0.009966005
9.5077,6.3712573,34.6405,3.2868,6.978921,0.85,3.6884,-5.4611,0.016672382,0.008925864,0.3631514,-0.082753
9.5023,6.212299,31.2813,2.7761,7.394825,0.85,6.15,-3.3841,0.03854847,0.00813,0.5881275,-0.21792941
7.921,6.5106626,28.0567,2.9638,9.106108,0.85,3.3182,-6.094,0.017260086,0.008126057,0.3145192,-0.10570693
10.0228,6.1014457,30.1883,2.603,7.29097,0.85,6.7518,-5.6295,0.028932275,0.0081339795,0.48319802,-0.1645551
9.2915,6.2341456,34.7454,1.6658,7.238943,0.85,6.8626,-4.1142,0.018840332,0.008678434,0.42841944,-0.14881682
7.5109,6.457211,34.8612,1.6727,8.578426,0.85,3.9182,-7.9307,0.012789819,0.008455083,0.115165934,-0.038737264
9.0348,6.1676636,35.1887,0.6217,7.188191,0.85,7.55,-4.6821,0.016006658,0.008782356,0.32554165,-0.1055742
9.0147,6.1844735,34.4001,2.6728,8.402638,0.85,4.8007,-4.5473,0.0165619,0.008158245,0.36954436,-0.15567908
9.9687,6.3355703,32.599,1.5073,7.320994,0.85,7.0156,0.6742,0.055638753,0.008035465,0.6799786,-0.2820974
7.6868,6.2808256,34.8029,2.2254,8.191345,0.85,6.9651,-4.0463,0.03083772,0.008300812,0.58208007,-0.21280958
10.084,6.1655073,36.6974,3.4253,7.936573,0.85,4.9178,-5.9787,0.02092371,0.008133539,0.48503026,-0.19201858
8.3553,6.497259,28.7478,1.8608,8.880445,0.85,6.3791,-1.9032,0.041954517,0.00764711,0.55876976,-0.22475612
10.3158,6.546047,25.4834,3.4548,7.204093,0.85,8.1253,-3.3356,0.0905603,0.007829394,0.713263,-0.1866356
9.4707,6.206668,32.541,1.4258,7.374687,0.85,5.353,-4.1646,0.019458946,0.008544676,0.44144803,-0.17496923
9.9288,6.2887554,33.5994,3.5093,7.589288,0.85,4.7725,-2.6143,0.040351104,0.008005665,0.63319534,-0.26768127
10.8605,6.333767,36.039,1.0467,6.729441,0.85,3.5175,-4.9404,0.013667894,0.008885646,0.22525911,-0.10282111
10.289,6.3028755,33.31,2.8035,7.883034,0.85,3.9498,-1.7324,0.03209979,0.007990651,0.58785874,-0.29134157
10.3491,6.13602,36.6056,1.776,7.661073,0.85,7.8009,-0.9316,0.031400055,0.007987946,0.6112582,-0.32726383
8.3205,6.3433247,29.2732,0.6315,7.581574,0.85,3.8392,-7.3061,0.014115997,0.008655839,0.05231663,-0.027797645
10.793,6.463393,29.5288,1.2492,7.009034,0.85,6.4376,-1.3468,0.02919784,0.008461795,0.5300925,-0.24509287
8.4625,6.2919536,25.8197,3.5416,8.766592,0.85,5.7583,-3.0414,0.043284886,0.007453161,0.52521604,-0.17688604
7.7693,6.3329134,35.0953,1.0001,8.37143,0.85,8.7054,-4.5254,0.024039738,0.008343354,0.48767245,-0.19628313
8.768,6.143836,37.0053,2.2596,7.352869,0.85,5.1462,-8.4745,0.014206103,0.008706822,0.20674768,-0.018160472
7.9523,6.3992023,28.7543,1.1735,7.732193,0.85,3.7793,-4.3099,0.01372596,0.008736482,0.17249614,-0.08267876
8.5771,6.309289,36.3643,3.1713,7.713169,0.85,6.482,-5.0899,0.041038178,0.008224,0.65678704,-0.21662313
9.5844,6.2007647,32.2882,2.2439,8.096341,0.85,4.3561,-6.3108,0.019928502,0.0081624305,0.43832543,-0.16728742
8.3972,6.119508,35.1403,2.7547,8.313954,0.85,5.5104,-4.0602,0.039292827,0.007878994,0.6363675,-0.2535431
8.2753,6.5378227,32.6287,0.8663,7.582322,0.85,3.5214,-3.6918,0.01435716,0.008894573,0.22938824,-0.11391687
7.5371,6.154506,29.5715,2.5693,8.297085,0.85,6.4077,0.5427,0.06531694,0.0077383397,0.66830146,-0.21857706
8.9698,6.181961,37.0504,1.9443,8.168167,0.85,3.2667,-9.1025,0.012694948,0.008230434,0.02466251,0.029057898
10.1905,6.0969424,25.6597,3.5058,6.796391,0.85,8.8859,-2.95,0.08361242,0.0078806905,0.70369077,-0.13186444
9.7332,6.2397513,27.7175,3.1347,6.948923,0.85,7.0217,-3.907,0.0469402,0.008267041,0.58569247,-0.14010309
8.5262,6.1419106,30.5549,0.1021,7.599345,0.85,4.1106,-6.9224,0.013442456,0.008519249,0.057091214,-0.03609436
9.3547,6.1610622,25.42,3.5635,7.621014,0.85,8.9719,-0.8393,0.108395085,0.0073578754,0.76141053,-0.20232274
7.7609,6.4244323,32.9363,1.2747,8.252396,0.85,8.4848,1.1671,0.061821956,0.007978015,0.696824,-0.264656
10.8161,6.1000667,33.7749,0.4756,6.611696,0.85,7.0973,-2.4629,0.019234106,0.008728211,0.43936366,-0.1752226
8.2291,6.4418693,26.6586,3.1733,8.779255,0.85,8.6851,-3.3301,0.06864936,0.0073151127,0.6442987,-0.20324898
9.8728,6.1751666,25.0656,2.49,8.140321,0.85,8.7646,-2.1188,0.08583308,0.0071833204,0.6886511,-0.22132689
8.4912,6.447998,31.0979,0.7661,7.883054,0.85,5.3084,-5.4748,0.019215092,0.008586244,0.39331976,-0.15624769
7.985,6.429596,27.5538,1.5559,8.007913,0.85,8.3509,-0.6416,0.044255726,0.008108488,0.5675145,-0.20627593
9.557,6.548445,36.7262,2.7619,7.008685,0.85,5.1963,-0.0936,0.043732747,0.008534084,0.6765271,-0.25050205
9.8962,6.254082,26.5738,2.0078,7.094848,0.85,5.6521,-2.8225,0.04436375,0.008227533,0.564767,-0.18135928
8.0226,6.4455676,36.793,2.9463,7.51912,0.85,3.894,-6.0467,0.016483206,0.008942659,0.3324538,-0.07237041
7.7484,6.4316025,35.2434,2.8693,8.246679,0.85,4.0247,-7.8864,0.017687451,0.008568386,0.35498795,-0.104732536
9.2218,6.109967,29.8841,1.3958,8.199334,0.85,7.515,-3.0542,0.030997885,0.0077419,0.5041972,-0.21950053
9.6307,6.53876,36.2655,0.3415,7.894406,0.85,8.7225,-1.6799,0.038756873,0.008182624,0.63341224,-0.32404754
10.5711,6.462136,33.275,0.0041,7.45613,0.85,4.4147,-4.663,0.01271665,0.008557867,0.12758665,-0.08518169
10.5509,6.4614325,36.0782,3.4927,7.157261,0.85,8.3387,-2.5534,0.0618174,0.007866527,0.67516,-0.24625255
8.3805,6.1271634,33.6581,1.7292,8.564416,0.85,5.9812,-6.277,0.016865194,0.008147656,0.35104427,-0.13330725
10.6245,6.1031375,29.8739,0.2048,7.595325,0.85,4.5296,-3.3373,0.013530887,0.008267455,0.22819997,-0.13266674
9.6427,6.191395,26.3334,2.1889,7.100452,0.85,6.2336,0.0977,0.06357948,0.008063717,0.64800316,-0.19484413
9.3411,6.263442,33.8808,0.576,8.351805,0.85,6.0888,-2.6283,0.016349776,0.008198256,0.36092845,-0.19228515
8.0361,6.190178,29.7669,2.3502,8.341777,0.85,7.9781,-1.7369,0.07517462,0.0075344336,0.6949893,-0.23357016
9.9098,6.2263885,33.9951,3.4353,6.799362,0.85,3.1971,-8.6296,0.0168941,0.008866271,0.34123603,-0.020781206
10.7493,6.2074857,29.3637,2.9186,7.175602,0.85,3.2122,-4.1916,0.022104472,0.008399632,0.4720053,-0.18394475
8.2912,6.4936066,28.5281,3.8859,7.543699,0.85,5.0134,-4.3405,0.033768162,0.0085213175,0.51585335,-0.1277913
10.1608,6.5250998,34.6796,0.4373,7.303612,0.85,3.2519,-5.5081,0.016398106,0.008535503,-0.14626703,0.051566876
7.8715,6.479159,32.8227,0.2595,7.607097,0.85,5.2295,-3.9982,0.015621686,0.008927578,0.2777474,-0.11598335
8.5971,6.1520195,30.7962,1.031,7.953184,0.85,8.0224,0.9575,0.05096981,0.007837537,0.63337815,-0.26323485
8.5643,6.417188,30.4926,3.4492,8.40079,0.85,7.6793,-2.6285,0.07080292,0.0074896347,0.68249464,-0.23649968
10.2572,6.31286,34.6101,2.5049,7.535628,0.85,3.7513,-0.9832,0.029010208,0.008244204,0.5760816,-0.30739787
9.752,6.3795757,27.2432,0.5732,7.616262,0.85,8.1518,0.5782,0.041318953,0.008008321,0.5499773,-0.24852802
8.6849,6.360401,33.1453,1.0837,7.711502,0.85,4.607,-4.4619,0.012646453,0.008635017,0.145838,-0.0785152
8.785,6.3728547,30.2835,2.4405,8.136671,0.85,5.487,-6.0455,0.022714037,0.008180302,0.44183078,-0.15518852
10.3584,6.148502,37.2091,2.1244,6.91579,0.85,4.7263,-7.0494,0.01514363,0.008713266,0.29822403,-0.071840264
10.9961,6.317981,34.1443,3.2455,6.60635,0.85,6.3576,0.675,0.066003904,0.007934797,0.6802722,-0.19383068
10.0958,6.345296,25.3685,0.2806,7.55114,0.85,5.6985,-1.8628,0.0307079,0.00815476,0.4655411,-0.20681243
9.3637,6.5052423,28.63,2.8271,8.172954,0.85,8.9443,2.7156,0.10588982,0.007192793,0.7529769,-0.2599138
8.2049,6.3250875,31.6905,0.5459,8.467766,0.85,3.7975,-6.8642,0.012764516,0.008262244,0.06783735,-0.041205935
9.5522,6.3477497,36.5538,1.4596,6.85682,0.85,5.4712,-3.7249,0.022648646,0.008890987,0.50278354,-0.14383891
9.2697,6.5443635,25.0929,0.1895,7.86591,0.85,5.9539,-1.5491,0.024108801,0.00842833,0.412407,-0.19270085
7.5713,6.1146154,33.2456,2.655,8.000825,0.85,8.8614,-2.5112,0.07332843,0.0077704517,0.7108254,-0.19150719
9.1069,6.4105535,25.2441,2.5902,7.767547,0.85,4.9254,-7.7889,0.021450961,0.008408802,0.36921138,-0.09649624
8.7409,6.405339,29.4489,3.6134,7.227414,0.85,8.1843,0.2969,0.08958505,0.0079622045,0.73953694,-0.13925044
10.6371,6.235456,28.3379,0.7475,7.755979,0.85,4.6893,-7.4789,0.014292973,0.00819618,0.14710076,-0.043928884
9.4916,6.2141128,36.33,0.8072,7.119862,0.85,7.4564,-2.2543,0.020562531,0.008690674,0.47602457,-0.19835171
9.8472,6.123168,26.0526,0.4656,7.885196,0.85,8.4043,-0.2526,0.0513365,0.0076190564,0.5775375,-0.23936799
10.8408,6.278232,32.4887,1.8362,6.888609,0.85,6.9865,-3.0657,0.034480397,0.008337291,0.59642446,-0.24401654
10.416,6.264425,25.6056,0.8671,7.103767,0.85,5.9235,-2.359,0.02505357,0.0083323475,0.413741,-0.17714062
9.1407,6.491892,31.441,2.0384,7.408186,0.85,8.4305,0.7923,0.055643447,0.008109185,0.6526221,-0.24190307
10.9775,6.523233,26.5295,2.5304,7.264429,0.85,4.3233,-6.0952,0.018290903,0.008506064,0.33732697,-0.10553159
10.9101,6.4263244,37.4938,1.6801,6.687143,0.85,7.7702,1.2085,0.045024235,0.008350763,0.6860081,-0.31319475
9.0665,6.326274,27.9745,2.0663,7.192009,0.85,8.0072,-1.1489,0.06846637,0.008132386,0.67450917,-0.17424665
10.198,6.12965,37.4034,0.2493,7.787199,0.85,6.5121,-2.5555,0.0177699,0.008266348,0.418853,-0.23936401
10.27,6.3931217,26.1953,1.146,7.387571,0.85,7.6216,-3.9452,0.039691765,0.008058815,0.51129556,-0.1915102
9.7455,6.3738656,36.4555,1.5781,7.345141,0.85,6.2961,0.379,0.03360546,0.008387741,0.6213608,-0.32771423
7.8865,6.1708436,25.7035,2.7359,7.635179,0.85,6.647,-2.9429,0.064801455,0.0080721555,0.6430891,-0.13284653
9.2784,6.2693624,27.8548,1.6398,7.538684,0.85,7.7124,0.8132,0.0727658,0.007823582,0.68265396,-0.23858479
10.5119,6.3642545,31.7866,0.7389,7.126225,0.85,8.7463,1.6697,0.053493425,0.008018512,0.65214026,-0.29798242
9.4441,6.5338326,26.7995,0.0578,7.354144,0.85,7.4938,-0.8924,0.02429034,0.008604419,0.4341856,-0.20247346
8.8954,6.2968965,32.0861,1.3731,7.661033,0.85,7.0794,-5.0888,0.019767672,0.008537786,0.42971972,-0.15522555
7.6861,6.468397,29.0844,1.9683,9.059899,0.85,6.2485,-0.5455,0.042001124,0.0077218604,0.56850946,-0.22695114
8.0808,6.329754,35.548,2.3973,8.931826,0.85,3.6006,-1.3618,0.023561804,0.008060244,0.49178222,-0.2434775
9.4737,6.1501174,36.8858,3.5525,8.05123,0.85,5.2694,-5.6236,0.021298684,0.008146439,0.49203038,-0.19143248
9.376,6.539911,26.734,0.0861,8.210857,0.85,3.405,-5.4429,0.019209847,0.008128688,-0.07221069,0.0044299415
8.1776,6.5126615,34.2723,0.9001,7.680491,0.85,6.9027,-2.0068,0.020188203,0.008804512,0.4390613,-0.18751879
10.453,6.203356,29.1505,1.2166,6.643267,0.85,3.0536,-8.3314,0.021123283,0.008582782,-0.115237415,0.065363675
8.1073,6.552014,27.1407,3.2798,8.463348,0.85,6.1294,-4.7594,0.0446993,0.007844135,0.5511685,-0.17549293
9.3292,6.0987306,26.3333,3.3792,7.251358,0.85,5.7972,-3.7845,0.041546904,0.008128539,0.5405378,-0.1470668
7.9915,6.2803507,25.8631,3.6282,8.555124,0.85,4.3881,-3.8852,0.038346115,0.0077804485,0.5040496,-0.16036183
10.2365,6.519601,30.1203,1.757,7.698235,0.85,3.5658,-7.7423,0.0153871095,0.00847105,0.2650656,-0.08416233
9.7768,6.2586236,33.7275,3.0918,7.286051,0.85,7.2154,0.0262,0.06832706,0.007737844,0.6898341,-0.23571648
10.9273,6.1580977,37.1019,2.3421,6.97966,0.85,7.6013,-2.7212,0.029954003,0.008292871,0.602671,-0.27135032
10.5425,6.5416965,35.4585,1.9008,7.136227,0.85,8.7919,2.6415,0.07285401,0.0077916286,0.69471705,-0.2654313
9.2527,6.2711535,25.5151,3.1933,7.514926,0.85,4.3671,-1.0289,0.05155362,0.008040849,0.5860626,-0.18747585
8.8546,6.434831,28.3313,2.1733,7.425693,0.85,3.5582,-6.5857,0.018859295,0.008730318,0.3738093,-0.10450239
7.5868,6.2321467,29.0564,0.8407,8.559449,0.85,6.8057,-4.7483,0.02379888,0.008148507,0.4370111,-0.16866052
8.0579,6.5363164,25.554,0.6593,9.001391,0.85,3.709,-4.2478,0.014466517,0.008095048,0.099961795,-0.06872044
8.6977,6.480909,26.3965,1.5347,7.495962,0.85,8.2215,-1.7459,0.05617283,0.008212737,0.6111334,-0.18645741
8.9317,6.342436,32.1608,1.1577,7.832341,0.85,7.5659,-5.1211,0.022077667,0.0083722705,0.4498169,-0.1736568
10.2298,6.531173,33.9324,1.4481,7.007122,0.85,3.4603,-8.6873,0.014976732,0.00876608,-0.03139073,0.05794447
8.9981,6.1056213,32.0416,2.145,7.066783,0.85,8.4744,-3.8587,0.049403496,0.008237803,0.6388106,-0.13683106
10.1794,6.152731,31.8312,3.2546,7.918835,0.85,5.0322,-4.5643,0.028125815,0.007840217,0.50813293,-0.21520029
8.045,6.290183,27.2564,2.2015,7.937728,0.85,5.2129,-0.3058,0.045523632,0.0081357425,0.5857188,-0.1993892
10.7193,6.4506702,27.2078,0.4435,7.26767,0.85,4.8887,-8.026,0.018303894,0.0084079,0.018970465,0.013512237
10.967,6.3375335,26.1618,3.0553,6.77925,0.85,4.755,-5.5944,0.04657959,0.008280502,0.5581185,-0.14609985
8.1332,6.1211433,31.724,1.0184,8.029023,0.85,7.3889,-1.7167,0.03250484,0.008176685,0.5735544,-0.23528592
9.7646,6.1334014,28.852,0.1664,8.111165,0.85,7.3262,-4.5398,0.016014466,0.008141278,0.31035805,-0.1364115
9.1892,6.438664,27.4349,1.5271,7.864708,0.85,3.3585,-9.7812,0.02337514,0.008196446,-0.06991677,0.057853546
9.123,6.5042667,29.1968,2.4048,7.401475,0.85,8.9123,2.8964,0.10328565,0.007732054,0.75938153,-0.22005314
9.9769,6.2466245,36.4953,3.8089,7.792073,0.85,7.7243,-1.2624,0.076930135,0.0073379315,0.69458896,-0.25808382
8.5941,6.322408,33.8688,1.5964,7.552584,0.85,7.8658,-2.3558,0.0547761,0.008203623,0.6869941,-0.22098024
7.702,6.390292,35.8844,2.5109,8.996303,0.85,3.9978,-5.6832,0.013173703,0.008242453,0.2152926,-0.08909255
9.8032,6.294719,26.6998,0.3083,7.95595,0.85,5.0736,-4.772,0.014768161,0.008243005,0.2276975,-0.10882209
10.0053,6.11141,30.3253,2.6364,7.700228,0.85,7.9548,-4.2889,0.039923407,0.0077360193,0.55996627,-0.21956562
8.6401,6.2208357,35.4452,0.5546,8.239742,0.85,4.0487,-9.8272,0.021063173,0.008014627,-0.12416702,0.08222738
9.5405,6.423236,29.4807,1.811,6.913994,0.85,6.532,-0.2093,0.057728298,0.008375407,0.6611516,-0.17475013
9.992,6.456233,30.9244,0.3618,6.823542,0.85,4.8669,-1.4057,0.016936077,0.008968655,0.34599566,-0.17075656
10.4853,6.2362843,31.0433,0.4154,7.192146,0.85,6.0429,-3.3592,0.016923878,0.008547713,0.37238872,-0.17666313
8.1703,6.131352,32.7395,3.6703,8.103139,0.85,4.4944,-2.6563,0.049891602,0.007877802,0.660412,-0.22176914
10.7384,6.356152,31.6635,1.3112,7.729035,0.85,5.778,-7.0808,0.016486324,0.008306167,0.31759292,-0.11015568
10.0672,6.502245,34.755,1.4018,8.029814,0.85,6.3963,-1.4459,0.02527552,0.008170465,0.53662,-0.29059932
9.3939,6.5300303,33.0384,2.6976,7.88193,0.85,7.3453,-3.5151,0.049432155,0.00791539,0.63679075,-0.25314856
10.1257,6.319068,34.8997,1.0575,6.923067,0.85,4.7047,-4.2441,0.01723733,0.008817075,0.38420013,-0.15592542
9.5902,6.551336,34.9603,2.4193,7.067615,0.85,7.3733,-1.5243,0.03614039,0.008619075,0.64368486,-0.24275208
8.3482,6.3693676,30.6186,1.9938,8.028376,0.85,4.1617,-5.9362,0.01414102,0.008519826,0.23319024,-0.085676
8.129,6.296195,30.2529,0.5134,8.756412,0.85,3.4233,-9.0529,0.018898906,0.00794956,-0.049643394,0.020917527
9.6427,6.3068175,34.6273,3.1901,7.967598,0.85,3.0901,-9.2083,0.014444579,0.008361672,0.2355727,-0.04679177
9.5208,6.176739,26.5487,2.5751,7.929055,0.85,7.0829,-4.1354,0.039151747,0.007708669,0.5098004,-0.1811301
10.2057,6.3431573,25.7321,0.1157,7.201264,0.85,7.8972,-0.6854,0.03482579,0.008234764,0.494551,-0.21775703
8.6039,6.1642804,31.9464,2.6737,8.219463,0.85,8.1066,-3.055,0.060236685,0.0075558205,0.65891784,-0.24199292
10.9062,6.0965867,36.0223,0.8937,7.726727,0.85,5.5359,-1.8829,0.015934769,0.008204186,0.37904805,-0.2281706
10.7765,6.234788,28.4758,1.3809,7.36647,0.85,6.5678,0.473,0.043400757,0.007895315,0.57487273,-0.26874006
9.907,6.494338,25.2,3.4012,7.844216,0.85,5.2798,-5.2363,0.035200387,0.007918666,0.46206865,-0.14768091
9.8197,6.5330935,34.9744,3.5377,8.131952,0.85,6.5974,-5.0192,0.04921791,0.007714314,0.63599515,-0.25743616
8.4155,6.109005,35.09,2.7046,8.743512,0.85,4.9758,-5.0718,0.027747072,0.0078310035,0.5484156,-0.22611013
8.143,6.3748055,29.0675,1.1849,8.933462,0.85,8.9181,-0.9992,0.040074565,0.0075839376,0.54334843,-0.23187472
7.6976,6.346787,28.5495,0.8025,8.950995,0.85,7.2968,-3.0353,0.035716467,0.007763283,0.5211301,-0.2099549
9.8088,6.242835,30.7919,3.0572,7.081702,0.85,6.683,-1.1275,0.05831377,0.008038944,0.6613814,-0.2099763
7.7782,6.3559413,26.5309,2.4333,8.547098,0.85,8.516,0.0174,0.08609866,0.0074649556,0.70862246,-0.22184671
8.2818,6.447036,36.8302,1.8946,8.621988,0.85,6.9321,2.1595,0.062509365,0.0076515507,0.68750685,-0.30226037
9.3571,6.1769853,35.4891,0.5387,7.267686,0.85,4.6355,-5.3585,0.012081761,0.008646787,0.054566633,-0.034398355
8.8048,6.098652,29.21,2.3262,8.330415,0.85,6.9923,-4.2118,0.049633108,0.007531446,0.59294885,-0.21611726
9.4139,6.4402385,27.3591,2.2988,7.563967,0.85,6.0767,-2.3225,0.046381146,0.008097723,0.5778126,-0.20606163
10.3561,6.118159,28.3342,1.8693,7.867354,0.85,5.8726,-6.9302,0.018315975,0.008095063,0.3535778,-0.11283044
10.1095,6.3868175,27.0472,0.7876,6.819992,0.85,8.4651,-5.0182,0.028792111,0.008563098,0.43551287,-0.12731385
9.9669,6.193414,34.1466,3.7947,7.855595,0.85,7.5415,2.6224,0.10761778,0.0069701183,0.74176115,-0.26031384
7.8328,6.267097,30.1671,3.3366,7.831229,0.85,8.0063,-1.6923,0.086878754,0.0077910237,0.7355529,-0.17597702
8.5684,6.2992687,35.9168,0.2633,7.675562,0.85,6.3238,-3.8656,0.016578661,0.008673123,0.34378874,-0.16054326
7.5615,6.4608254,31.8977,3.7072,8.915373,0.85,7.838,-0.8538,0.09307103,0.007234751,0.7423869,-0.24396443
8.1948,6.5485773,30.2115,2.8102,7.540445,0.85,7.7242,-3.6735,0.06239844,0.008277137,0.6666488,-0.15455838
8.2173,6.516116,35.3359,0.0916,7.499796,0.85,6.3095,-3.8602,0.013893101,0.008963491,0.20875628,-0.10322923
10.426,6.3035865,29.609,1.4379,7.561236,0.85,8.1456,-3.3626,0.049628254,0.007817753,0.60050744,-0.24399042
8.0956,6.1024313,33.4536,3.3481,8.201781,0.85,3.1714,-5.2845,0.021111498,0.008290954,0.47053015,-0.16510287
10.4533,6.3330455,33.0078,0.4179,7.476942,0.85,4.6683,-1.4194,0.015610133,0.008492592,0.33396724,-0.20896824
7.8015,6.2376,32.5759,3.4689,8.670453,0.85,5.295,-7.075,0.022033771,0.008166389,0.46480078,-0.14524387
